title,imdb_id,author,date,review_rating,review_title,review,likes,dislikes
Ms. Marvel,tt10857164,jase-36,"Jun 7, 2022",3,Very Childish,"If you are past your teens, then I think that you will find this outing very immature.

If they did not have the childish animations throughout then show would have been much better.

I would have thought that Kevin Feige could have spread the budget a little to have a main MCU character to make a cameo.",227,590
Ms. Marvel,tt10857164,intrepidami,"Jun 7, 2022",9,I get both sides!,"It's basically geared to young people. A hero for their generation. Calling it woke is kind of harsh. She is dealing with problems keyed to her time. Very much like Spider-man in his origin time. Peter Parker dealt with bullying, being a nerd, the loss of his uncle, finances. High School was not fun for him. High School is not fun for her. The constant animation is springing from her imagination. Her imagination will probably make her ideal for constructs, She's dealing with her family and their expectations. They're dealing with her not fitting into their ideal for her. Her older sibling gets to do as he pleases. She does not. They got all this in, in the first episode. It was really done well. There's the mystery of what's going on with this relic that has given her powers. There's the hint that mom knows something about it. Honestly it was the best intro to a character I've ever seen. But I get it's not going to be everybodies cup of tea. Don't watch it if you don't like it. I liked it a lot.",424,365
Ms. Marvel,tt10857164,maykalrif,"Jun 21, 2022",1,This show is boring.,"There is nothing interesting about this show. I don't like all the Marvel shows, but at least they are watchable, but this show is so boring. The problem is that you feel that there is something that can be done with the premises.",367,377
Ms. Marvel,tt10857164,simon_c23,"Jun 17, 2022",5,Not for me,By the second episode I found myself skipping through to the end to see some of the action. I just can't get on board with it. It's a bog standard origin story which we've seen before mixed with teen high school drama. The only thing that's different about this is the diversity. I'll maybe persevere with one more episode if the action can be bothered to get going.,335,403
Ms. Marvel,tt10857164,banthasalesman,"Jun 7, 2022",4,Sigh.. more bad Marvel,"Another case of terrible writing from Disney. It's obviously aimed at a younger audience, however the younger audience looked at it and said ""this is rubbish can we watch something else"" so we ended up watching Ghostbusters Afterlife instead.

Disney seem to be under the impression that story doesn't matter, nobody asked for this series, at least this one doesn't feel like a bait and switch like The Kate Bishop Show (aka Hawkeye) or all the other Marvel shows/films since Endgame.",210,465
Ms. Marvel,tt10857164,jamessorokhaibam,"Jun 18, 2022",2,Disappointed,"I expected a lot from this show, episode 1 was kinda ok but the second one was just plain bad. It just kept dragging on and on. They were trying way to hard to keep it interesting and nothing was exactly happening in the show. I will give it one more episode and hopefully they recover.",305,355
Ms. Marvel,tt10857164,stuwright05,"Jun 8, 2022",8,hmm you people are fussy,"I liked it, I was'nt expecting much, but it was entertaining, good music, very nice animations too in the intro and on the walls when they were riding the bikes.. acting seemed fine too.....I shall watch the rest, seemed they made an effort with this one........only 6 episodes though? I remember when series had 22 episodes ! What happened........",327,303
Ms. Marvel,tt10857164,DarkVulcan29,"Jun 8, 2022",9,Trying to follow the style of John Hughes(1950-2009),"I never read the Ms. Marvel comic, but what I saw in the first episode, it feels like a John Hughes film, his teenage films from the 80's.

I hope each new episode will keep toping each one. The characters really come alive, we really go this journey with them. It shows that is takes place in the marvel universe, but it seems to stand on it's own.

Teenage girl who idolizes Captain Marvel, ends up becoming a superhero in her own right. But her family expects too much from her. And where will it go, wait to see in the next episode.",321,305
Ms. Marvel,tt10857164,krunalpatel11127,"Jun 7, 2022",1,Television version of captain marvel cringe!!,First of with zero expectations we we're hoping to tell a good story rather then focus on some internal family drama which we always see in all moves and tv well this show is so cringe that it needs a full rewrites and also they are trying their best to show the lead is energetic and optimistic but that turn to more cringe!!,136,481
Ms. Marvel,tt10857164,adamstommy,"Jun 8, 2022",10,Charming!,"This show is very charming! From the direction to the music choices - everything is just so ""feel good!"" Iman Vellani is also an amazing casting decision! I love everything about the show.",311,295
Ms. Marvel,tt10857164,ay6,"Jun 10, 2022",8,Charming and fun. Remember it's for kids.,"Remember people, it's for kids; this isn't supposed to be another Falcon and the Winter Soldier or Loki.

Sure it's a bit silly and a bit childish, but that's because of the audience it's aimed at. I'm absolutely not the target demographic, but I was able to find my inner child and enjoy it. It's funny, it's warm, it's charming, and it has a hint of Scott Pilgrim about it.",322,265
Ms. Marvel,tt10857164,squallsrapture,"Jun 8, 2022",9,We all know,"We all know where the low scores are coming from.

It's cute. The Kamala actress is incredibly endearing. And the artistic stylization gives it a flair comic properties have lost. And as a hero worshipping day dreamer I found her very relatable. Episode 1 was a great start. Can't wait to see where it goes.",300,282
Ms. Marvel,tt10857164,kmkraft,"Jun 10, 2022",4,Ms. Marvel Confirmed My Suspicions,"Watching the first episode of Ms. Marvel confirmed my impressions of the trailer when it was released. I really like Iman Vellani. I haven't seen her in anything else, but she's very watchable with a pretty and repressive face and good comedic timing. But I really disliked the character of Kamala Khan. She has few redeeming qualities and just came off as childish and selfish. There was nothing about her that made me want to stay tuned to see where she went next. She seems downright shallow.

As for the production, the look of the film, while I appreciate the effort to be different, a lot of the gimmicks became annoying to me and did nothing to really compliment the story.

I can't imagine Ms. Marvel becoming better than it is now. And it seems unnecessary, unless one finds THE MARVELS to be an important addition to the Marvel universe, which, at this point, I don't. Ms. Marvel seems to be an underwhelming character at present.",187,356
Ms. Marvel,tt10857164,pilkjam,"Jun 7, 2022",10,Khantastic,Really enjoyed this and already people are trying to destroy it fgs. Let it roll first before you critique the show. Be positive and realistic because this show will get better and better.,237,254
Ms. Marvel,tt10857164,eastbayrae,"Jun 7, 2022",2,Meh,"Nothing special and horrid CGI. Also, this is definitely aimed at young teens. I don't know what I was expecting given the mediocre trailers I watched. It's not as bad as What If, but definitely weak overall.",112,327
Ms. Marvel,tt10857164,mehtaab-16827,"Jun 7, 2022",4,Childish and Bland,"Not much else to say, very cheesy acting from khan family and the stories feels bleh. It's very hard to get behind the story as I didn't enjoy the origin of her powers and feels just put out there, If im being nit picky some of the dialogues from khan family were unrealistic and cringeworthy at times.

Definitely targetted at the below 15 year olds for sure.

Not my cup of tea, but it may be for others hence I'm not going to bash this series, but it does feel a massive downgrade from loki and Moonknight.",121,308
I am Groot,tt13623148,rjbaxter-38969,"Aug 9, 2022",10,I am groot,"I am groot, I am groot I am groot I am groot. I am groot I am groot, I am groot. I am groot, "" I am groot"", I am groot I am groot. I am groot, I am groot I am groot I am groot. I am groot, I am groot I am groot I am groot. :)",135,45
I am Groot,tt13623148,alessandrogherardi,"Aug 9, 2022",4,Uninspired and unfunny,"It exists for the sole purpose of pumping merchandise sales and creating ""meme material"" to keep the Marvel brand relevant. They didn't even bother trying to make it inspired and interesting in any way. People reviewing this keep saying it was for kids, no kid would find this funny, only 35yr old braindead marvel fans who are gonna buy the baby groot shirt after watching this.",73,88
I am Groot,tt13623148,German-Tv-Addict,"Aug 9, 2022",6,"My 3 Year Old Son , if he would exist, would love that","Yeah....... so

its kind of entertaining but feels like made for very little children 2-6 Year olds......

You dont miss anything if you haven´t watched it

I hoped for an connection to Kang The Conquerer and The X-Men in this but ok....just kidding

6/10.",80,70
I am Groot,tt13623148,yusufpiskin,"Aug 9, 2022",7,Well,"Better than Thor: Love and Thunder.

At least it's a production that serves its purpose.

Well, Well, Well..

It's not a multi-million dollar piece of garbage.",59,54
I am Groot,tt13623148,lunkentuss-49303,"Aug 9, 2022",1,Why??,Why make a tv-show about an absolutely non-interesting creature that is just meaningless to every avengers movie he is in. They really must have unlimited money to spend on every character in avengers when they can make a tv-show about this one. Enjoyable maybe for those below the age of 7. So many interesting characters to chose from and to chose the dullest one is a skill itself.,32,65
I am Groot,tt13623148,007Waffles,"Aug 12, 2022",1,"""I am Toot!!"" 💨💨💨💩💩💩","These 2 minute shorts suck. I was expecting something better. Groot is usually a lovable character but in these shorts he's just a jerk. He's what you would expect from Vin Diesel, not from Groot.

I'm not sure why these shorts were made. There's no point to them.",31,57
I am Groot,tt13623148,acidnat,"Aug 9, 2022",1,Check out Love Death and Robots instead,"It was a fun random skit, but completely forgettable. Groot was cute as always, but this was definitely below par. The initial episodes were like trudging through a marathon to reach the end. And the payoff was...watch it for yourself.",28,50
I am Groot,tt13623148,blackpearl-07603,"Aug 13, 2022",1,Complete waste.,"Time waste, expectations waste, creation waste, money waste, work waste. Not even a single frame made me felt worthy.... A complete waste.. a brainless piece of junk..",29,46
I am Groot,tt13623148,Seb_3,"Aug 10, 2022",6,Charming for kids.,"Now this is obviously for kids, 5 episodes containing 5 minutes of content each.

The 'show' is in no way shape or form connected to the big scope of the MCU, but just about half an hour total of little groot and his some adventures. With my personal favorite being 'Magnum Opus'

All around its charming and if you got a couple of minutes its worth it because its so short. Kids from the age of 2-6 will have a great time no matter your native language.

6/10.",55,18
I am Groot,tt13623148,ykudsikoc,"Aug 9, 2022",10,PEAK CINEMA,"The title says it all.

Sorry, your review is too short. It needs to contain at least 150 characters.

Still not 150 characters.

Maybe not it is?

Nop still not...",37,33
I am Groot,tt13623148,erfanmd,"Aug 9, 2022",1,Truly forgettable,"The most forgettable and not necessary show i've ever seen. There is nothing in it. Its Empty. Emty .Mt.

I am groot.

Just wanted to fill 150 characters.",25,38
I am Groot,tt13623148,technical-64355,"Aug 9, 2022",1,Useless Don't watch it,"It's been made for 3 year old kids. I think Phase 4 is the worst phase of Marvel and this is the worst animated series I've ever watched from Marvel and in my life. Totally, useless, not worth watching, you can watch Infinity War 2 more times, you will be amazed but this 30min Series is not worth watching.

To Marvel, Please 🙏 increase the ratings of show and movies, we are not 13 year old kids, we want 18+ movies and shows with best storyline and VFX and extraordinary.",21,42
I am Groot,tt13623148,exceladeogun,"Aug 10, 2022",8,An inconsequential half hour of fun and cuteness,"I am Groot

I enjoyed it for what it was- a series of shorts that are humourous, interesting, and cutesy yet with a tinge of darkness. It's a series that knows what it is and doesn't aim to stray away from it.",47,13
I am Groot,tt13623148,ExitStrategy146,"Aug 10, 2022",2,Remember When?,"Remember when Marvel was must see content? I do. I remember my family having talks about what we saw and discussing together. Like OMG, Wow! I can't wait until....

Remember getting excited to watch a Marvel movie the day it comes out? Telling friends and family, don't say anything about it until I watch it.

Remember, boy who cried wolf? Well, that's Marvel these days. Hyping up fans to only let us down or mislead. I watch because of what they stood for and what they brought to films. This is just turning into one massive joke and we are the punchline. I have a feeling fans are just going to stop staying current with the Marvel Universe.

This show is that... forgettable. Not funny. Marvel content that just says we don't care about fans and they seem to be ok with that. Watered down content made for who exactly? There are no spoilers for this show because it's not worth spoiling. I have a feeling that She-Hulk is going down the same road as Ms. Marvel, Thor Love and Thunder and this sad nonsense of a show. Marvel is dying and fans are taking note.",26,34
I am Groot,tt13623148,123b,"Aug 9, 2022",5,???,I love marvel! But this show felt so pointless and unfunny. It was entertaining enough to keep me watching the whole show but it feels like it's made for younger audiences which we don't see often from marvel.,22,35
I am Groot,tt13623148,arian-WHITE-,"Aug 9, 2022",6,nice shorts but something that is not needed,"The series was ok . Just some nice short animetions telling the story of groot but it's not something that we needed and mcu phase 4 series is just some content that is just filler . It was not a 100% cash grab for marvel but it really was a filler .

Quantity over quality i guess.....",22,35
I am Groot,tt13623148,Ahmedfadil00,"Aug 9, 2022",8,my opinion,"What a beautiful, fun series. I really enjoyed every episode. Thank you, Marvel, because you always make us happy, even in the simplest things. I'm a fan of Groot's character.",32,21
I am Groot,tt13623148,tlght,"Aug 14, 2022",3,Disappointing to say the least...,"This is when we realize that the content is more important than the container. Groot is a fascinating character. The series does not do him justice. In this case, the content is wasted opportunity and resources.",22,30
I am Groot,tt13623148,mpkRatings,"Aug 10, 2022",4,"I am Groot. No ""You are boring""","I can't believe this is the groot that lifted a freaking strombreaker & literally cut off his own hand.

I know this is the last marvel project from James Gunn. But that doesn't mean it has to be good or bad.

They shown too many variations of groot in too many movies, literally made fans look him like a joke. Groot had so much potential it carried from it's own comicverse. Unfortunately marvel decided to familicize & merchandise it without diving into any marvel's phase at all.",21,30
I am Groot,tt13623148,nikhilgharat-41413,"Aug 9, 2022",4,Unnecessary,"Unnecessary and childish and boring.

Something new you can say but completely unnecessary and felt like it's made for audience of age below 5 years.

I would definitely recommend to my future kids.",22,28
I am Groot,tt13623148,abirchy-96827,"Aug 9, 2022",8,Somewhat good!!,Let's be honest we all expected there would be some sort of story. But there is nothing in it. This is just some average comedy. Not saying the product is bad. I kinda laughed a lot at some scenes. But as MCU fans we all expect a story. This is something new they have showed. So we should appreciate this efforts..,19,18
I am Groot,tt13623148,denzildas,"Aug 9, 2022",9,Not that Boring.,"As a 17 y/o i felt it like an entertainer or some kinda good shorts. While some guys says its gross. Man i didn't feel like in that way, my lil bruh and cousin liked it. And it maybe a good entertainer for teenagers or babies or toddlers. But adults may find it as Cringe or Boring, Idk jeez. Anyways if you are a teenager or a child, then yeah you can watch without any hesitations. And guys, atleast we must agree with a fact that Baby Groot is a naughty and funny character and the series makes sense in that point of view, why being Hippocratic? If its Adult Groot, then i would have agreed. Its watchable guys, keep going.",16,21
I am Groot,tt13623148,4170123W,"Aug 9, 2022",8,I AM GROOT.,"I am groot. I am groot. I. Am. GROOT. Fun story. It keeps me enganging for 20 minutes. I'm a little early, but it's cute so far. It is VERY short. What you see is what you get. Also pretty frustrating that they're not interlinking this into one series, they take up too much space on the Disney+ screen, just like the Assembled shorts.",18,16
I am Groot,tt13623148,asherrbh_15,"Aug 9, 2022",8,I am Groot,"Very good and extremely funny shorts telling the stories of one of the more endearing Marvel characters and never being too time wasting, it was great to see Rocket's short appearance too and it went out with a great final short

A-",18,12
I am Groot,tt13623148,desoukinordin,"Aug 9, 2022",7,"Funny Shorts, Any Point?","Obviously made for kids, but I had some laughs! I like the aspect ratio! I would love to see it in some other projects! The animation looks very good and realistic. My only question is: what's the point of these shorts? VFX overwork is already a thing, I hope this was worth it....

Some forced jokes and some funny scenes. I rate I Am Groot a 7/10.",11,15
She-Hulk: Attorney at Law,tt10857160,Josef Tura-2,"Aug 17, 2022",3,Who is running Marvel these days?,"Marvel was once an unstoppable juggernaut of quality, with entertaining stories and yes even some thought provoking asides. But after 2019 it's like a totally different team is running things.

Marvel is just milking money and throwing content onto the screen with barely any thought or coherent structure.

I hope the show improves because there's talent here (especially Tatiana Maslany) but this show is failing its star and more importantly failing its audience.

But on a larger scale Marvel needs to course correct... and quickly, before all the trust and goodwill they earned is squandered.",2.1K,1.3K
She-Hulk: Attorney at Law,tt10857160,tiktoksweebs,"Aug 17, 2022",5,Why is she better?,"Decent CGI. Good acting from Maslany. It has promise. However, the writing is it's downfall. The writer's explain Jen's superiority to Bruce with this logic: she has had to deal with more stress than Bruce because she's a woman, and therefore she can control her emotions better. Really? Being a woman is more stressful than fighting to save the world and the universe multiple times against alien and godlike foes, losing your friends and your true love without getting to say goodbye, and being responsible for the safety and sometimes the great harm you can cause to the innocents around you, all while having been constantly warring with a violent alternate personality, for 15 years?

I don't mind if the writers make her better at being a Hulk than Bruce, I would just like to see ONE legitimate reason why that's the case. Give her more background, give her more motivation, give her some development, give her something other than a smug smirk and a snarky quip followed by Banner acting like an idiot. You can do that without demeaning and lowering an established and well developed male character. If you have to put down a man to make a woman appear stronger, then you're presenting the false idea that in order for a woman to be stronger the man has to be incompetent. THIS IS NOT THE CASE. You can make a woman character stronger than a male one, just as you can make any character stronger than another, but for good green god's sake put a little effort into the writing to make it make sense.",1.6K,927
She-Hulk: Attorney at Law,tt10857160,basementbrotherscollectibles,"Sep 1, 2022",1,This She-Hulk is not Sensational,"1/5 stars. I have all of the She-Hulk comic runs from Savage She-Hulk #1 to the present day run currently sold in your comic shops at the time this Disney+ show released. She is one of my favorite Marvel women and ought to be treated with high respect while having a lot of fun. But the MCU failed to capture the charm, fun, and heart of the lovely green lawyer from the comics. This show suffers from the same problems that the MCU Phase 4 has...it doesn't know what it wants to be, it has rejected its former audience that made it an epic success for an entirely imagined one instead, and it doesn't know where it is going. Specifically in She-Hulk: Attorney-at-Law's case, it did not flesh out the characters well-enough to make the audience care. Who are these supporting cast members? Why are they so one-dimensional? Why should I care? Where are all the actual jokes? The parts where Jen is actually trying to be a lawyer for superheroes or talking in a court scene are the funniest, but in too many other areas it tries too hard to be funny. Some people will watch this show and never laugh even where it is trying to tell a joke, which is rough because this is supposed to be a comedy. It is too bad the insecurities of the writers were projected into Jen Walters. While the pot shots and zingers may make them feel vindicated in this world, it will most likely turn off audience members or just make them roll their eyes. The best advice I could give is remember and respect your audience, respect your characters, make things interesting, know where to start, go, and stop, and finally have some fun. This could've been great but sadly it is forgettable. Most people will struggle to watch through all the episodes once, and very few will ever re-watch them.",1.5K,918
She-Hulk: Attorney at Law,tt10857160,riteshshergill,"Aug 20, 2022",4,And this is the end of the road for Marvel,"This is truly bottom of the barrel stuff. Nobody asked for this show but it was shoved on us hapless souls anyway.

Walters came across as obnoxious, vacuous and full of herself. There was no effort made at all towards character development in the first episode which looks like a poorly crafted music video from the 90s.

The first episode obviously serves as a placeholder for more shlock. This show is trying to be sex and the city with a pg13 rating and female Shrek.

Marvel's idea of setting up strong female characters with exposition dumps instead of focusing on having them go through a journey to realize their true potential.

Mediocre shows like Miss Marvel and now She Hulk which should in fact be called 'The Abomination' or She Shrek: Attorney at Yawn.. should just not be allowed to see daylight.

At the end of the first episode I could feel the bile at the back of my throat and a haunting realization that Marvel has officially run out of ideas.

So its basically running on fumes now. The way she gains her powers is a joke and the way she 'overcomes' the cons of being a Hulk is so laughable and indigestible that I have been having digestion pills since I saw the episode today.

This show is bad. Really really bad. Wonder woman 1984 times 2 bad.",1.1K,954
She-Hulk: Attorney at Law,tt10857160,jehoshuaphat,"Aug 17, 2022",3,Balance,"After almost 60 years of collecting comic books, I've learned to appreciate superhero comics that are just flat out funny. I bought She Hulk, when I was younger, because I expected more of 'Hulk smash!', but I got something more. A main character that realized the absurdity of its fantastical premise and was able to discuss just that overblown concept with the reader (Long before Deadpool). This, without any spoilers, is what this show delivers, along with some flat out laughs.",819,1.1K
She-Hulk: Attorney at Law,tt10857160,iwfcyb,"Aug 20, 2022",2,This show......,"Isn't a 0 or 1 like many will (and have been) tempted to review it as, and I even made every attempt at being more nuanced than a 2, but upon reflection, anything higher would be dishonest on my part. Bad CGI, cringy dialogue, hamfisted, infantile messaging, and the neutering of another legacy character.

If I knew nothing about this show, watched the first episode, and someone told me it was written by a couple of middle schoolers for a project, not only would I have thought it probable, but would have said to myself ""ah, NOW much of what I saw makes sense""",922,675
She-Hulk: Attorney at Law,tt10857160,revchristodd-138-985726,"Aug 19, 2022",8,Hilarious!,"Unlike DC, which seems to have a standard inviolable template for telling a superhero story, Marvel continues to play with various genres and so make much more entertaining movies and shows. She-Hulk, Attorney at Law, is a hilarious take on the reluctant superhero trope. She is not traumatized nor does she have a savior complex. She just wants to get on with her life and career. And a lot of the fun of the pilot is that Bruce kinda resents this and how easy the transition to a Hulk is. If you don't have a fragile ideology or a rigid commitment to the ""Canon of the Printed Comic"" you will love this. And Tatania is the perfect actress for the role!",491,973
She-Hulk: Attorney at Law,tt10857160,bhernandez2216,"Aug 20, 2022",8,The Incredible She-Hulk!!! 💚💜,"This show brings one hell of a good start. I'm just so happy, oh my god, I have no idea what to say except amazing and beautiful! For me this is ""a Must See"" TV show on Disney+.

Tatiana Maslany was brilliant as she usually is, but as Jennifer Walters / She-Hulk was a dream come true to the MCU! It's a pretty good comedy and action MCU that any Marvel films has never been done before. This show brings a pretty good Deadpool and Guardians of the Galaxy vibes!

I would be very much looking forward to see this show over and over again!",307,1K
She-Hulk: Attorney at Law,tt10857160,travisdea,"Aug 16, 2022",3,Marvel is just kinda doing stuff,"This is an honest review, but an actual focus group review thanks to Disney and Marvel for giving our group the opportunity to view these first 4 episodes.

First off, I don't think this show is intentionally bad. The characters are quirky and likeable, and there are good attempts of humor that might have landed if it didn't try so hard. There are also several moments of easter eggs and references that I found charming in an MCU product. The showrunners clearly had a goal of Aly Mcbeal meets super heroes then it takes a bizarre left turn in to degrading other super heroes.

The problem, however, is in the execution. The story is just messy. Jennifer just like appears in Bruce's life, for the past decade he's been this nomad type with no real personal attachment to any one (except Black Widow). Addressing the elephant in the room though the CGI of every character hurts a lot of feelings and very unnecessary. The actress Malia Arrayah got the most raw deal, so she is the foundation of the ""she-hulk"" design. But she's deep faked and altered instead of doing a Ferrigno and its hard to watch.",500,833
She-Hulk: Attorney at Law,tt10857160,cjonesas,"Aug 17, 2022",4,[3.9] She-Hulk for babies,"I knew it couldn't be good, I saw the impressions & ratings, I read all the available reviews, I felt it in my ""blood"" to be a deception, but I was half-wrong with the balance plate heading and converging toward a shaky 4.

(+) It is good for kids knowing nothing about the Marvel She-Hulk Comics magazines and stories
(+-) It is funny and unrealistic in a cringey way
(-) It is horrible and terrible at the same time in taking us non-kids mortals for clowns in a big circus
(-) The VFX/SFX/CGI section is good in a kindergarten-way good
(-) The yo-yo screenplay storyline is all messy, false and a big lie to our faces
(-) The origin of She-Hulk and how she gained her powers is a total disgrace and disaster
(-) The development and ""semi-mastering"" of her powers like cans of tuna fishes
(-) Her transformations and unrealistic state of her cloths after that are like as if your hairs are caught on fire every time
(-) The disgusting runtime of 35 minutes is basically 5 minutes less as if that runtime was a big 75 minutes as seen and masterminded probably by Jessica Gao!


The huge acting talents of Tatiana Maslany are wasted in this production, I can already tell, and Mark Rufalo's presence and cameo in this episode would be the last hopefully.

Jessica Gao, focus on Jennifer Walters and her own story. 8 more episodes are left to remedy to your utter failure. Though, I know that they are already finished and what is done is done!",465,810
She-Hulk: Attorney at Law,tt10857160,persilver,"Aug 17, 2022",1,"Omg, so bad.","SPOILER ALERT: It's terrible and super cringy. The writing is ATROCIOUS!!! The CGI is so bad! It's a waste of a well liked comic book character. They take the idea that she is better then Bruce at everything and instantly. She's perfect, she's in control, she needs no one and nothing. We get it. She's unlikeable in every way. For example, when they're throwing the boulders. He throws one. She beats him by a bit and is smug and pretentious. He then throws another one absurdly far but she mocks him for it. So it's fine for her to be in a pissing contest b but not him? Ok, whatever. Oh, and her breaking the 4th wall doesn't work as well as it should.",485,786
She-Hulk: Attorney at Law,tt10857160,danielgg-31498,"Aug 18, 2022",1,The She-Hulk TV Show Doesn't Take It Seriously,"The series is weird. I liked that she broke the fourth wall, but it's a very superficial series. There are elements like the Hulk's arm being healed that don't explain it. This show would gain a lot from being serious and dark like Daredevil was.

The small change in She-Hulk's origin doesn't bother me, but what does bother me is the fact that she's perfect from the begining. She is better than Hulk in any aspect.",508,701
She-Hulk: Attorney at Law,tt10857160,mfeierskov,"Aug 25, 2022",4,"It's not unwatchable, it's just not good","Look, all the people giving the show 1 star reviews, because of some comment about cat calling in the first episode, don't really get to the heart of the problem. Can we please just get one of the terrible Marvel shows with a straight white male lead, so we can shut up about people hating women or people with dark skin?

The show isn't funny, it's not exciting, it's not emotional, it doesn't seem to have a useful message, so what's left at that point. Are there so many people out there, that can watch a boring unfunny show, just because it so amazing to have a female feminist superhero on screen?

The 4th wall breaking seems completely out of place and isn't used for anything other than repetitive exposition, so it just comes off as cringy.

Tatiana Maslany is a great actress and she's not unlikable in this show, she just doesn't have much to work with. If the best the writers can come up with is a joke about her falling off a chair, then you could have put Meryl Streep in the lead an still not have anything to show for it.

Honestly Marvel, hand the TV shows back to the people who did the Netflix shows. Daredevil, The Punisher and Jessica Jones were very good for the most part, and you're shooting yourself in the foot if you continue to go down the path of the Disney era shows, almost all of which have been mediocre at best.",647,557
She-Hulk: Attorney at Law,tt10857160,Anurag-Shetty,"Aug 24, 2022",9,"A fun show but, not flawless.","She-Hulk: Attorney at Law tells the story of Jennifer Walters/She-Hulk(Tatiana Maslany). Jen has to balance her life between being a lawyer in her 30s & also being a giant superhuman Hulk.

She-Hulk: Attorney at Law is an entertaining show. Creator Jessica Gao has given us a meta & enjoyable show, referencing & roasting the Marvel Cinematic Universe. Two episodes in, there are barely any action set pieces. This seems to be a recurring problem with recent Disney+ shows set in the Marvel Cinematic Universe. The visual effects are passable but, still questionable. Especially when it comes to She-Hulk's performance capture CGI. The humor is a bit hit and miss. This is not ideal because She-Hulk: Attorney at Law is classified as the Marvel Cinematic Universe's first legal comedy. Tatiana Maslany is the star of the show as Jennifer Walters/She-Hulk. Maslany effortlessly carries the show on her shoulders, with her spectacular performance. Mark Ruffalo is outstanding as Bruce Banner/Smart Hulk. Maslany & Ruffalo's banter & camaraderie, is the highlight of the show. Ginger Gonzaga is brilliant as Nikki Ramos. Jameela Jamil is perfect as Titania. Tim Roth is excellent as Emil Blonsky/Abomination. It's exciting to see Roth reprise his role, 14 years after The Incredible Hulk(2008). The supporting cast is memorable. She-Hulk: Attorney at Law is a must watch for Marvel Cinematic Universe fans. I'm sure it will get better & better with each passing episode.",324,810
She-Hulk: Attorney at Law,tt10857160,arnab_911,"Aug 18, 2022",1,"Weak uninteresting storyline, acting, directing and everything",Mark Ruffalo looks uninterested and embarrassed to be the hulk in this. Back story of she hulk has been written by a 3 year old. CGI is definitely not marvel standard. There is sincerely no attempt to build up interest of the viewer anywhere in the first 10 minutes of the episode! Just couldn't sit through it! Intolerable to say the least.,496,625
She-Hulk: Attorney at Law,tt10857160,mtl_freak,"Aug 17, 2022",1,The decline of Marvel and Disney...,"This will be the last month of Disney plus for me... Not worth it anymore.

I do get that this show was made for another audience and I'm not part of that..

Fine!

But I do see a trend at Disney and Marvel of pushing out more content, but with that ..a big decline in quality!

Atleast for me ..this is a signal it's about time for me to find diffrent pastures!",605,513
She-Hulk: Attorney at Law,tt10857160,hemisphere65-1,"Sep 1, 2022",3,It's getting worse...,"The first episode was fairly weak, especially the writing, but it's unfair to judge a series on a single show. The next two episodes have gotten even worse, with Tim Roth being the only saving grace. The drivel that passes for dialogue is horrible, and I assume they hired the actress who plays Nikki to make every one else seem more competent. She is atrocious!

I've sat through some Marvel garbage (C & D comes to mind), but this may be worse!

I've been trying to find positive attributes because I'm a fan of the genre, but the terrible writing has made that nearly impossible.

Don't forget this bit either; it's not funny for a comedy and the legal aspect is straight out of a children's cartoon.",673,337
She-Hulk: Attorney at Law,tt10857160,DarkVulcan29,"Aug 20, 2022",8,Not quite bad as I thought,"I started watching the first episode feeling this is gonna sink, cause in the past I've never really like the She Hulk character, and it's not because she's a woman, it's because she always came across has an annoying parody of her male counterpart.

But I found the first episode quite enjoyable, now I don't think this is gonna be considered a masterpiece. But at the moment it comes across as a light on its feet Marvel show. Tatiana Maslany does bring a girlish charm to the role of Jennifer Walters and She Hulk. There are moments that pays homage to the 1978 - 1982 Hulk series. It has a few satirical moments, and the CGI is in pretty much overuse, but it's just a fun show nothing more.",291,699
She-Hulk: Attorney at Law,tt10857160,hotrobinproductions,"Aug 17, 2022",4,"She-Hulk is a ok entry, not perfect, but it does enough","*Rating may change up or down over time review is based on the pilot* **RATING HAS WENT DOWN FROM 7/10 TO A 5/10 SO FAR UP UNTIL EP 4**

Please just read my review, I was going in this show with low expectations but I have reasons to my rating I put here. *I'll explain why it dropped a little as well*

Let's just start by saying I had my hopes very low for this show. I think wandavision and loki have been the highest points of this MCU and hawakeye/Falcon/moonknight we're okay.... Ms marvel kind of was disappointing so I didn't really know where this MCU show would go after.

Then in comes She-hulk, started off a little too fast for my taste, kind of rushes into things, but I feel once we get the full scope of how she gets these powers it's really nice to see it unfold afterwords.

Also let me say the EFFECTS ARE AWESOME. Ms marvel had some garbage effects and I wasn't too convinced when I saw the trailer to this, they looked very weird. But based on the first episode these effects were very nice. I think she Hulk looks fine in CGI and the effects are just well done for a TV show. Let's be honest it can be worse like CW.

I feel like they did put a lot of attention to the show but some things they didn't really focus on which is disappointing like who she hulk TRULY is as a person and why she wants to endure this stuff. Sure she kinda has no choice because she didn't ask to have these powers but I want to know what drives her... (again, this review can change if the show gets better or expands upon this)

*went down a bit because it just kept getting lost in its own merit, just not that funny becomes uninteresting, and just very degrading at times, felt like a chore, sucks because I thought the pilot was fine, it wasn't the best but I liked the dynamic between him and her and I thought it would be more of that, but she hulk alone just can't hold this show together at all, and the cheesy comedy doesn't help it at all.",347,642
